id,concat,color,latitude,longitude,upfa,trimestre,estatus,pagores
102921,PAX 102921,1. Naranja [dos trimestres],24.02676393,-104.6439889,SEP [2019],3Q 2019,Activo,MS Pago en último semestre
86026,PAX 86026,1. Naranja [dos trimestres],24.04291456,-104.6247938,SEP [2019],3Q 2019,Activo,MS Pago en último semestre
99002,PAX 99002,1. Naranja [dos trimestres],24.04391456,-104.6237938,SEP [2019],3Q 2019,Activo,MS Pago en último semestre
117740,PAX 117740,1. Naranja [dos trimestres],24.05418293,-104.6013931,SEP [2019],3Q 2019,Activo,MS Pago en último semestre
97474,PAX 97474,1. Naranja [dos trimestres],24.06142259,-104.6009281,SEP [2019],3Q 2019,Activo,MS Pago en último semestre
75019,PAX 75019,1. Naranja [dos trimestres],24.06013759,-104.5904925,SEP [2019],3Q 2019,Activo,MS Pago en último semestre
5792,PAX 5792,1. Naranja [dos trimestres],24.06370282,-104.5885958,SEP [2019],3Q 2019,Activo,MS Pago en último semestre
90976,PAX 90976,1. Naranja [dos trimestres],21.05289135,-104.4822109,SEP [2019],3Q 2019,Activo,MS Pago en último semestre
85210,PAX 85210,1. Naranja [dos trimestres],19.77257803,-104.3621969,SEP [2019],3Q 2019,Activo,MS Pago en último semestre
92620,PAX 92620,1. Naranja [dos trimestres],19.95630881,-104.2676413,SEP [2019],3Q 2019,Activo,MS Pago en último semestre
